crc32,archive,local_off,size,ntex,sample_dims_fmt
0x2FFBDB0D,0A,0x37EEF800,31223,1,128x128:8
0x30DD8ACA,0B,0x18B95800,49150,1,512x512:DXT4_5
0x31C6E728,0B,0x193C7800,516,1,64x64:565
0x35B257B4,0A,0x37D73800,242273,1,1024x512:DXT1
0x3872D92F,0B,0x18C88800,47024,1,512x512:DXT4_5
0x38EFD0AA,0A,0x3757E000,242273,1,1024x512:DXT1
0x3DF92157,0B,0x18FFF000,56355,1,512x512:DXT4_5
0x3E6E3FBF,0B,0x37857000,198819,1,256x256:DXT5A
0x3FB36B21,0B,0x18AC8800,36496,1,512x512:DXT4_5
0x4166EEF3,0B,0x377B9800,29880,1,128x128:8
0x47E6A679,0A,0x379C8000,242273,1,1024x512:DXT1
0x480FAE44,0A,0x3AFE000,809726,1,3244x36:DXT3A1111
0x494490BB,0B,0x18DC0800,61340,1,512x512:DXT4_5
0x4B68A0A5,0B,0x18C41000,57381,1,512x512:DXT4_5
0x4B9F3A3E,0B,0x19142800,516,1,64x64:565
0x4C797493,0B,0x19038800,64101,1,512x512:DXT4_5
0x4D57C77C,0B,0x18FF1000,56729,1,512x512:DXT4_5
0x4EB3D677,0A,0x100F000,1900,1,
0x4F9D7098,0B,0x18D2D000,58411,1,512x512:DXT4_5
0x504660E0,0A,0x35953800,362096,1,1024x4096:DXT1
0x576E96C4,0A,0x3780F000,242273,1,1024x512:DXT1
0x57B7D0A8,0B,0x18D9D800,46316,1,512x512:DXT4_5
0x58E664DB,0B,0x18D3B800,57449,1,512x512:DXT4_5
0x5BE377B7,0B,0x1902A800,55997,1,512x512:DXT4_5
0x5C13B4E6,0B,0x18C4F800,51512,1,512x512:DXT4_5
0x5F5DB76C,0A,0x366F8000,264135,1,1024x4096:DXT1
0x6045F598,0B,0x18C27000,68411,1,512x512:DXT4_5
0x6097CEB5,0B,0x18E54000,52058,1,512x512:DXT4_5
0x60F36C53,0B,0x18F7E800,39500,1,512x512:DXT4_5
0x616B581E,0B,0x18D4A000,62407,1,512x512:DXT4_5
0x62194F86,0B,0x190D2000,78404,1,512x512:DXT4_5
0x62578ECC,0B,0x19358800,516,1,64x64:565
0x645ED337,0A,0x3717E800,32441,1,128x128:8
0x65859BB1,0A,0x37143800,240109,1,256x256:DXT5A
0x659E8823,0B,0x18C5C800,65807,1,512x512:DXT4_5
0x6622AC71,0B,0x36C8E000,2284,1,
0x664EAD49,0A,0x37BEA000,242273,1,1024x512:DXT1
0x676BD06F,0B,0x18DFE800,65839,1,512x512:DXT4_5
0x6A0EBF74,0A,0x377D3800,242273,1,1024x512:DXT1
0x6BC756F7,0B,0x1900D000,66323,1,512x512:DXT4_5
0x6C09F85B,0B,0x18AE7800,65203,1,512x512:DXT4_5
0x6D0F1131,0B,0x37588000,199755,1,1280x720:DXT1
0x6D470FB4,0A,0x36CF0000,394152,1,1024x4096:DXT1
0x6FD89E6A,0B,0x1906B800,60937,1,512x512:DXT4_5
0x72751F5B,0A,0x37EE7000,33683,1,128x128:8
0x72E59C60,0B,0x18C6D000,31660,1,512x512:DXT4_5
0x76104C5D,0B,0x18D59800,73195,1,512x512:DXT4_5
0x76412DF9,0B,0x18EA4000,63375,1,512x512:DXT4_5
0x7B9978C2,0B,0x18F3C800,52463,1,512x512:DXT4_5
0x7ED66973,0A,0x35848000,366331,1,1024x4096:DXT1
0x838ABD33,0B,0x190BA800,35121,1,512x512:DXT4_5
0x86C0EDF8,0A,0x100F800,65162,1,
0x89150E9C,0A,0x100D800,5416,1,
0x89155C24,0B,0x18E86000,73829,1,512x512:DXT4_5
0x8C0070EE,0B,0x18FCA000,59127,1,512x512:DXT4_5
0x8DC61D5C,0B,0x3FE41800,3774487,1,256x256:DXT4_5
0x8FD10CB4,0B,0x18B14000,69081,1,512x512:DXT4_5
0x8FDB8524,0B,0x190F5800,79563,1,512x512:DXT4_5
0x9026DBA4,0A,0x37E1F000,31307,1,128x128:8
0x9337B589,0A,0x3C8B000,1330,1,
0x95C5B252,0B,0x18BCB800,54955,1,512x512:DXT4_5
0x9641B15B,0B,0x18EE5800,78948,1,512x512:DXT4_5
0x9931B91F,0A,0x37C5A800,242273,1,1024x512:DXT1
0x9C228292,0A,0x100A800,5416,1,
0x9CA13F0B,0A,0x100C000,5418,1,
0x9D27F75E,0B,0x18CD1000,50044,1,512x512:DXT4_5
0x9F9C288F,0B,0x37246800,216653,1,256x256:DXT5A
0x9FAE76B9,0B,0x195DD000,516,1,64x64:565
0x9FB8ADDE,0A,0x359AC000,366331,1,1024x4096:DXT1
0xA209FD29,0B,0x18F98000,67179,1,512x512:DXT4_5
0xA300D85F,0B,0x3FAD9800,2575440,1,256x256:DXT4_5
0xA38365C6,0B,0x3FD4E800,993862,1,128x128:DXT4_5
0xA4AACB9B,0B,0x18CBA000,52719,1,512x512:DXT4_5
0xA6931DB3,0A,0x3BC4000,809726,1,3244x36:DXT3A1111
0xAA59D233,0B,0x18B70800,57818,1,512x512:DXT4_5
0xAADC2222,0B,0x190C3800,59166,1,512x512:DXT4_5
0xB267FA08,0A,0x1007000,13648,1,
0xB3D1DFD8,0B,0x18CC7000,40817,1,512x512:DXT4_5
0xB4096B9E,0B,0x36948000,740,1,
0xB498117A,0B,0x18D83800,61995,1,512x512:DXT4_5
0xB666C24B,0B,0x195EC000,516,1,64x64:565
0xB6B4E9C8,0B,0x3F476800,6695987,1,512x512:DXT4_5
0xB9610AAC,0B,0x40519000,68875579,1,256x256:DXT4_5
0xBBB0D00A,0A,0x36BD2800,386267,1,1024x4096:DXT1
0xBC7DFE7F,0A,0x357EF800,362096,1,1024x4096:DXT1
0xBCEB3F5E,0A,0x35015000,437838,1,1024x4096:DXT1
0xBF3AB129,0B,0x36FED000,552584,1,1280x720:8888
0xC0B07BFB,0A,0x34FAB000,433651,1,1024x4096:DXT1
0xC0CBA652,0B,0x18D06800,45708,1,512x512:DXT4_5
0xC4F3F2CC,0B,0x18E98800,45399,1,512x512:DXT4_5
0xC80EABAE,0B,0x18BF5800,69397,1,512x512:DXT4_5
0xC88F9972,0B,0x18F16800,37528,1,512x512:DXT4_5
0xCBAF88F5,0B,0x18F2E800,57198,1,512x512:DXT4_5
0xCBE32C8F,0A,0x358A1800,362096,1,1024x4096:DXT1
0xCBF60C7F,0B,0x18F58800,62230,1,512x512:DXT4_5
0xCC3F1F5D,0B,0x19390000,516,1,64x64:565
0xD0CB5E9A,0B,0x3D678800,422303,1,256x256:DXT4_5
0xD0DCA3B6,0B,0x18DCF800,64293,1,512x512:DXT4_5
0xD2B2A7F8,0B,0x18B43800,41942,1,512x512:DXT4_5
0xD7B0B211,0B,0x18CF8000,57633,1,512x512:DXT4_5
0xD7C3E45A,0A,0x36848800,266169,1,1024x4096:DXT1
0xDD84EDB3,0B,0x19109000,69298,1,512x512:DXT4_5
0xE563D0D3,0B,0x18F74800,39500,1,512x512:DXT4_5
0xE6615568,0A,0x35EED000,12779,1,512x512:DXT1
0xE6A107A2,0B,0x18BB0800,53852,1,512x512:DXT4_5
0xE72D3909,0A,0x35D38800,426341,1,1024x4096:DXT1
0xE7673646,0B,0x18B06000,55325,1,512x512:DXT4_5
0xE7CB16FE,0B,0x18CAF800,41061,1,512x512:DXT4_5
0xE7E0D260,0B,0x1905D800,57289,1,512x512:DXT4_5
0xEA2887EE,0B,0x18FD8800,42801,1,512x512:DXT4_5
0xED7DA481,0B,0x18ED8800,52606,1,512x512:DXT4_5
0xED7FC8F1,0B,0x18B25000,71411,1,512x512:DXT4_5
0xEE3D8ED4,0B,0x18CED000,43569,1,512x512:DXT4_5
0xEF6AB9CE,0A,0x3C8A000,2680,1,
0xF048EEC2,0A,0x36C31000,390501,1,1024x4096:DXT1
0xF0B002BD,0B,0x18CA1000,57522,1,512x512:DXT4_5
0xF35AE24E,0A,0x3C8B800,1740,1,
0xF4E8E3D6,0A,0x37922800,242273,1,1024x512:DXT1
0xF620D1C3,0B,0x18F07000,61530,1,512x512:DXT4_5
0xF6505C34,0B,0x1911A000,64799,1,512x512:DXT4_5
0xF9469A97,0B,0x18CDD800,62261,1,512x512:DXT4_5
0xFF1A0964,0B,0x18FB1800,39886,1,512x512:DXT4_5
0xFF731A70,0B,0x18E43800,67071,1,512x512:DXT4_5
0xFFC70EF3,0B,0x18C38000,35308,1,512x512:DXT4_5
